USERID,PURCHASEDBOOKID
641335,"100013,104726,103593,153263,102007,114263,107517,111171,102128,111171"
641340,"114263,155103,172457,158378,167541,172457,144871,114726,148942,139128"
641346,"107018,172086,114263,114286,144871,139128,148942,114263,155103,114726"
641350,"114263,155190,142213,158378,162878,172457,168062,170332,170332,114263"
641357,"164931,105968,166626,114263,126326,130457,114263,166626,138024,178013"
641360,"170332,114263,135606,121803,107923,113665,128741,106876,119817,100619"
641367,"114263,155241,114263,145637,153263,125247,168200,172503,167541,121479"
641371,"105968,148942,137455,166626,105968,115556,114263,106910,153263,104657"
641379,"148942,172457,144871,114263,139128,155103,114726,158378,114726,123203"
641380,"149151,158378,114726,158378,114263,114263,155103,114263,107037,114263"
641388,"141325,114263,114263,114726,158378,112905,166086,155103,166626,121479"
641391,"158378,149151,158378,114726,114263,114263,114263,107037,114263,142213"
641399,"121184,114263,142213,158378,170332,170332,162878,168062,100234,143156"
641404,"129133,158208,119499,174276,165392,143156,152783,174622,172637,154949"
641409,"114263,155332,161638,141325,114726,166626,138024,164687,178216,158174"
641412,"139809,112705,155103,172457,114263,144871,114726,114726,148942,139128"
641419,"114263,155582,131548,114726,114263,172457,158378,100234,114263,155566"
641424,"114263,155582,170332,172457,155103,114263,114263,170332,113522,114263"
641425,"114263,155582,172602,164687,162878,114726,117386,105968,114263,102151"
641434,"148942,154932,111171,122668,162878,114263,155241,121803,144871,122668"
641437,"102128,138830,115842,111171,100234,167442,114726,166242,161638,153263"
641440,"170430,114263,114726,178216,126326,156578,114263,135430,111171,115556"
641448,"155582,166626,114263,151019,154932,142213,172602,138830,114263,166242"
641452,"150177,106456,112305,170829,140810,142213,172457,170332,155566,114263"
641458,"108461,106059,107923,167541,166086,164687,145637,100234,113665,163258"
641461,"121803,114263,150780,120912,113665,170332,154932,166626,121479,142213"
641466,"127652,127652,117386,119558,114726,114263,158378,114263,142213,115842"
641470,"114263,155730,115556,172264,135430,170332,113081,120708,162878,114726"
641479,"166626,113683,114263,166242,114263,114726,166242,114726,114726,166626"
641484,"112705,158378,149151,158378,114726,114263,114263,107037,114263,114263"
641485,"114263,156578,105968,114263,149151,158378,158378,114726,158378,145637"
641493,"173445,143156,114263,104657,114263,166626,135430,100234,170332,121479"
641498,"104657,128741,114726,153263,142213,172457,124003,141325,173264,114263"
641502,"156836,165523,177441,114263,172434,170332,142213,114263,172457,155566"
641509,"114263,156578,114263,112694,160188,174276,162522,138024,172264,147915"
641513,"127179,143156,130189,145637,167541,145637,142213,153263,114263,172264"
641519,"104018,104657,154932,122668,111171,125072,141325,111171,113665,158378"
641521,"114263,126326,114726,162878,167597,114726,170332,118320,170430,102114"
641526,"114263,156578,114263,114726,158378,166626,109615,158378,114263,105968"
641531,"106876,166626,141325,111171,140246,170332,111171,111171,166242,111171"
641536,"128741,130106,135606,168062,120912,100234,144619,172264,133815,114726"
641541,"114263,156578,167442,113081,112905,127616,156578,172457,170332,114726"
641547,"146060,138907,112705,171961,107037,128741,141325,104657,121479,122668"
641552,"114263,156578,179131,156578,135677,147487,165523,104726,164937,113594"
641556,"172153,114263,171961,114263,142213,105968,114263,148036,112905,166626"
641564,"155582,166626,114263,151019,154932,142213,172602,138830,114263,166242"
641569,"119817,149025,107037,127698,121479,113665,127698,117280,158174,112615"
641573,"151019,133177,158378,114726,149151,122668,128741,107037,172457,141325"
641579,"110725,155241,148036,114263,179566,152470,173445,102151,168509,120912"
641583,"158183,173445,100234,167597,127698,113665,128741,128741,152470,127179"
641587,"166626,142213,114263,112905,102522,166242,151019,105968,141325,155103"
641591,"114263,157507,145637,105968,149025,174276,146060,156652,100234,161638"
641596,"126455,142213,114263,172457,155103,114263,148942,107517,114726,139128"
641601,"120227,112905,163038,141325,142213,104910,158378,166086,148942,121803"
641608,"111171,162878,166242,111171,111171,141325,166242,147745,104657,164687"
641613,"131831,162878,104910,166086,111171,117435,140246,117435,123484,174549"
641619,"149151,158378,114726,158378,114263,114263,155103,114263,107037,114263"
641622,"146159,142213,115556,117386,163038,114263,114726,166242,111171,115251"
641628,"114263,157507,164687,157507,107037,124932,108701,113683,140276,118320"
641631,"164687,104657,111171,113665,154932,179131,122668,111171,158378,141325"
641638,"114263,157726,145637,168200,153263,172503,111171,115556,125247,169517"
641644,"117386,114263,114263,142213,166242,108461,109615,104657,125247,114263"
641648,"158378,149151,158378,114726,114263,114263,114263,107037,114263,142213"
641650,"112905,178404,156728,172264,113471,115380,149151,146159,103593,142213"
641655,"166252,104657,114726,114263,107923,173445,128741,124003,104018,113665"
641664,"139128,163258,158378,142213,163038,112905,139128,142679,129645,112705"
641667,"100234,119558,165523,115380,117386,104657,146060,166626,166242,166242"
641672,"114263,158183,114263,145637,114263,149151,125247,142213,111171,158378"
641678,"142213,139128,163038,112905,158378,163258,139128,129645,142679,117386"
641684,"145619,144218,156652,102128,123556,113064,105968,105968,114263,162878"
641688,"158208,170332,177441,117435,114263,173264,111171,148036,162878,131831"
641691,"156638,132913,168370,144871,139128,148942,155103,114263,114263,172457"
641698,"166242,141325,114263,114263,111171,162878,166242,155103,104657,114726"
641704,"133177,158378,114726,149151,122668,128741,107037,172457,141325,104657"
641709,"114263,158183,114334,105968,167655,158174,121479,162878,119348,100727"
641714,"112615,107517,167541,172264,164687,168062,145637,144871,108461,166086"
641717,"158378,100013,122668,125072,106876,104657,149025,127652,154932,158378"
641721,"150780,121803,154932,166626,102522,158378,114263,120912,135606,122668"
641725,"114263,114263,166626,117386,114263,121479,112905,142213,106876,166242"
641731,"100619,173445,118320,121803,143596,100234,114263,153263,126326,114263"
641737,"158378,112615,163038,142213,112905,139128,139128,145637,164687,129645"
641740,"172457,139128,104657,145341,114263,155103,114726,144871,148942,149455"
641749,"158378,166242,166626,111171,166242,135606,121803,154932,150780,112615"
641753,"100234,104141,167597,128741,114726,128741,135606,138024,120912,121803"
641755,"114263,158208,113665,168200,171171,119499,132913,146060,150177,125368"
641762,"159465,148942,139128,144871,139128,155103,172457,114263,114726,158378"
641767,"114263,158208,166626,114263,106876,121479,121803,121803,117386,125247"
641772,"114286,131196,155103,114726,126455,144871,152257,114726,114263,158378"
641779,"114263,158208,166626,114263,106876,121479,121803,121803,117386,125247"
641782,"114263,158378,114263,106876,155103,114263,114726,114263,149151,158378"
641787,"173445,114263,128741,113665,107923,166252,167597,114726,127698,128741"
641793,"117994,114726,176369,158378,114263,139128,160188,100234,155103,148942"
641797,"100234,114263,145637,153263,161638,143156,107923,157507,168062,100619"
641801,"139128,156723,144871,123203,142213,163038,112905,155103,158378,172457"
641808,"115251,112305,117386,166626,139128,114486,144871,113665,172264,142213"
641813,"114263,158378,114263,114726,155103,114263,149151,114263,115556,169517"
641817,"130460,150804,142213,148942,170332,113665,153263,121803,141325,107923"
641823,"102007,114726,158378,112905,155103,111171,100234,121803,114263,144619"
641826,"134415,107037,117435,144871,139128,168509,105968,138024,149025,119817"
641831,"114263,158378,114263,114726,155103,114263,149151,114263,158378,158378"
641835,"114263,114263,166626,117386,114263,121479,112905,142213,106876,166242"
641841,"166086,130931,167541,114263,107923,153263,100234,170332,157507,114263"
641848,"158378,149151,158378,114726,114263,114263,114263,155103,114263,142213"
641850,"114263,106910,114726,126326,166626,117994,141325,178216,111171,161638"
641858,"111091,143914,104868,111171,111171,111171,146841,111171,111171,141325"
641861,"113516,114263,106910,115556,105968,114263,155103,163038,166626,158208"
641869,"177888,114726,133460,114286,117386,114263,114263,149151,114263,158378"
641873,"114263,158378,114263,114726,155103,149151,114263,158378,114263,158378"
641878,"114263,158378,114263,155103,114263,114726,114263,172457,170332,149151"
641881,"114263,158378,114726,114263,155103,149151,158378,114263,114263,158378"
641889,"112694,112615,161638,121479,166398,110980,145196,135606,164687,152470"
641893,"164687,168260,134184,117280,106059,167541,145619,160188,113665,114263"
641898,"126587,139318,111171,158378,149151,111171,107037,148942,154932,111171"
641900,"149455,149025,100533,171961,124932,101168,128741,160273,172602,113665"
641905,"153263,168260,170332,114263,114263,172457,114263,115556,142213,170332"
641911,"143156,105968,105049,160188,112305,172865,114263,173445,160273,113665"
641915,"170332,164092,172264,114263,172457,170332,113522,114263,155566,101355"
641923,"130077,114263,107018,130314,148942,101168,140276,139128,155103,144871"
641928,"114263,158378,114726,114263,163038,106876,149151,158378,114263,114263"
641932,"114263,158378,115795,113665,121479,114263,113665,171049,105968,149233"
641938,"114263,114726,117386,158378,166626,141325,164687,102151,146060,117994"
641941,"129645,173264,172264,174622,106876,167541,168509,145637,155721,145619"
641945,"127179,114263,172457,173445,144871,114726,141325,148942,100234,155103"
641954,"172602,117386,135606,114726,113665,149151,138830,115251,167442,149455"
641955,"114263,158378,129218,166626,170586,166626,172457,132497,152470,106876"
641964,"159184,162878,170332,114263,135430,170829,114263,102114,139369,120481"
641969,"156578,123484,164937,165523,100013,104910,147487,115842,107517,114726"
641972,"149151,158378,114726,158378,114263,114263,155103,114263,107037,114263"
641978,"114726,155103,144871,114263,172457,148942,139128,158378,114726,123203"
641983,"174549,145637,162878,104910,114263,131831,114263,117435,135430,166086"
641986,"150177,142213,114263,170332,162878,163038,126326,145637,114263,166626"
641993,"114263,158378,149151,114263,163038,106876,158378,114263,114263,142213"
641997,"154749,121479,112615,172457,168062,112705,128741,128741,133815,172264"
642001,"114263,158378,149151,114263,163038,106876,158378,114263,114263,142213"
642005,"173264,153263,160188,135606,116315,105951,170332,174549,145341,173445"
642011,"125368,172457,155103,114263,144871,114726,148942,139128,158378,114726"
642017,"114263,158378,149151,114263,163038,106876,158378,114263,114263,142213"
642020,"114263,158378,149151,114263,163038,106876,158378,114263,114263,142213"
642029,"114263,158378,149151,114263,163038,106876,158378,114263,114263,142213"
642030,"114263,158378,149151,114263,163038,106876,158378,114263,114263,142213"
642035,"106186,170332,114263,109659,135430,170332,162878,114263,104910,131831"
642043,"118320,114263,170332,170332,114263,168062,162878,100234,143156,114263"
642047,"149151,158378,114726,158378,114263,114263,155103,114263,107037,114263"
642052,"104657,111171,122668,111171,113665,158378,164687,154932,125072,113665"
642058,"114263,158378,149151,114263,163038,106876,158378,114263,114263,142213"
642060,"114263,158378,149151,114263,163038,106876,158378,114263,114263,142213"
642065,"114263,158378,149151,114263,163038,106876,158378,114263,114263,142213"
642073,"162878,139318,174549,129133,170332,148036,116793,155730,174208,146096"
642075,"153263,121479,120912,102007,118320,172637,114263,115380,115556,114726"
642080,"162878,111171,117435,131831,104910,142213,114263,162878,155730,170332"
642089,"164695,144619,168062,107517,113665,172264,128741,105968,100234,120912"
642092,"114263,114263,166626,117386,114263,121479,112905,142213,106876,166242"
642096,"147915,130189,114263,107923,114263,114263,145637,125247,153263,109615"
642103,"114263,158378,149151,114263,163038,106876,158378,114263,114263,142213"
642107,"114263,158378,149151,114263,163038,106876,158378,114263,114263,142213"
642112,"120066,125606,145637,117435,120708,140810,107923,162878,123484,162641"
642118,"170332,106186,174208,149233,162878,162878,104910,114263,135430,123484"
642121,"114263,158378,149151,114263,163038,106876,158378,114263,114263,142213"
642126,"117386,142213,114263,163038,112905,166242,114263,117386,166626,108461"
642130,"114263,158378,149151,114263,163038,106876,158378,114263,114263,142213"
642138,"122420,148036,107517,142213,167541,166086,145637,177441,172153,162878"
642143,"139318,173264,144871,107037,158378,139128,168509,114726,122668,127698"
642145,"166626,114263,155103,114263,114726,149233,158378,172457,114263,170332"
642150,"172457,114726,123203,101168,155103,155103,121803,114263,139128,144871"
642155,"114263,158378,149151,114263,163038,106876,158378,114263,114263,142213"
642164,"114263,158378,149151,114263,163038,106876,158378,114263,114263,142213"
642167,"114263,158378,149151,114726,158378,114263,155103,158378,114263,106876"
642170,"144871,139128,148942,155103,172457,114263,114726,158378,114726,142213"
642178,"114263,158378,149151,158378,114263,114726,155103,114263,158378,142213"
642180,"103593,104657,128741,114263,124003,153263,114726,172457,173445,142213"
642186,"162878,123484,166242,123484,166242,162878,117435,170332,146841,106186"
642190,"147894,168062,108730,103903,146545,102114,114263,162878,170332,170332"
642199,"112694,167541,114263,149151,152470,172602,145196,172264,114263,117386"
642203,"114263,158378,149151,158378,114263,114726,155103,158378,114263,141325"
642205,"155103,144871,107018,129937,139809,148942,114263,107135,114726,139128"
642213,"119348,104018,120708,127652,103593,158183,142213,114263,112905,126326"
642218,"162878,145341,103903,111171,117435,166242,166242,166242,146841,148942"
642221,"115251,105049,114263,172602,117386,152470,142213,113665,138830,113665"
642228,"148942,139809,148942,166398,155103,172457,144871,114263,139128,114726"
642232,"114263,158378,149151,158378,114726,114263,114263,155103,158378,142213"
642239,"114263,158378,149151,158378,114726,114263,155103,158378,114263,106876"
642243,"154749,105049,112037,179566,130106,157314,122842,127698,123556,163895"
642246,"145196,107249,122842,172602,135606,152470,163038,113665,117386,149025"
642252,"114263,142213,158378,170332,170332,168062,172457,145637,162878,114263"
642256,"114263,158378,149455,114263,149151,114263,158378,114726,106876,121803"
642264,"110626,121803,113665,153263,164687,107923,167541,120912,163258,142213"
642265,"142213,163038,166086,144871,148942,139128,139128,113665,145637,121479"
642272,"173073,177441,164687,139128,148942,114263,155103,144871,114726,114263"
642275,"114263,158378,155103,172457,141325,155103,114263,114726,144871,148942"
642282,"114263,158378,166650,149151,158378,114726,114263,114263,155103,142213"
642287,"154932,122668,152470,162621,122668,148942,111171,121479,150780,173445"
642291,"139128,158378,144871,148942,155103,114263,172457,114726,158378,117386"
642298,"114263,158499,138580,113064,152470,111171,162522,138024,134396,168200"
642302,"114263,158499,172457,170332,114263,113522,114263,155103,155566,170332"
642305,"142544,138024,114263,163258,145196,169517,121803,108461,102128,146060"
642311,"114263,158378,114263,114726,155103,114263,149151,114263,158378,158378"
642318,"172865,117435,113522,123484,162878,145637,134396,174208,162878,155730"
642321,"139987,107923,114263,107517,166086,153263,145637,163038,158378,142213"
642327,"114263,159086,128741,130931,158499,153263,145637,107923,168200,100234"
642332,"145637,155716,105968,172264,150177,142213,178404,145619,145637,167541"
642335,"120237,166626,135606,138830,166242,117386,111171,164687,111171,129218"
642340,"178404,171049,166626,162878,119499,134396,170332,105968,114263,114263"
642349,"111171,150804,110980,172457,111171,106876,144871,143914,155730,164687"
642354,"114263,159132,113522,114263,169517,114726,145637,158378,111171,115842"
642357,"143914,120912,130106,116793,155103,143578,157507,157507,114263,129218"
642360,"152257,158378,114726,144871,174276,148942,155103,178404,139128,114263"
642366,"114263,159184,102151,148942,144871,139128,155103,114263,172457,114726"
642371,"114263,159652,142213,145637,170332,163038,168062,170332,162878,143156"
642377,"114263,145637,168200,153263,115556,135430,172503,169517,170430,111171"
642383,"150177,111171,135606,102128,113665,138024,166242,166242,113665,111171"
642387,"114263,162522,142213,141325,146159,163038,114726,112905,158378,114263"
642394,"163191,144288,148483,172264,111171,166086,141325,143622,157056,111171"
642398,"114263,160188,145637,142213,135430,153263,111171,172503,114263,119817"
642402,"114263,160273,164687,114726,117386,178216,114263,114263,114726,108701"
642405,"114263,161638,132722,123484,123556,106186,135753,179131,168062,169854"
642413,"112705,158378,114263,149151,158378,155332,107517,149233,114263,103903"
642417,"158378,144871,172264,177441,163038,147251,145341,152470,129937,142213"
642424,"136490,164937,114263,114263,114263,107037,145637,149025,130077,112905"
642425,"100013,114726,114726,111171,164687,168200,149151,111171,104868,104657"
642434,"141325,177441,134599,163038,121803,100234,164687,142213,117386,145637"
642438,"113522,115842,127652,104910,114263,145637,111171,123484,109615,119499"
642443,"114263,162522,142213,141325,146159,163038,114726,112905,158378,114263"
642448,"172457,114263,155103,114726,114726,144871,148942,139128,158378,114263"
642453,"121479,164937,156723,166626,127698,107037,145637,113665,142213,141325"
642455,"132988,144871,139128,148942,155103,114726,114263,172457,158378,149025"
642462,"143156,156728,168509,117435,105968,166626,170332,112615,119817,100234"
642469,"144850,125247,112705,159086,127652,145637,124003,156578,107923,145637"
642470,"114263,162641,177441,174276,173445,117386,114286,127698,141325,139128"
642478,"120708,114768,166242,138024,166242,166242,106876,111171,114263,114263"
642483,"104726,141935,141935,140918,114263,170332,172457,162878,170829,114263"
642488,"155721,118320,119817,100234,120231,121803,167442,150177,155103,166086"
642490,"102007,158378,111171,111171,142213,141325,111171,114726,166242,164687"
642499,"164235,164687,105968,112615,145637,112788,106059,172264,121137,162878"
642500,"114263,162878,112905,130460,152257,156578,170332,150804,134599,123556"
642509,"121803,104657,142679,104141,173264,174276,143596,144871,119817,142213"
642510,"114263,162878,135430,111242,130460,118320,139128,167541,157507,164687"
642519,"128741,168260,138024,100234,135606,121479,112615,146060,167442,133815"
642521,"114263,162878,155103,172457,114726,148942,139128,144871,158378,170332"
642527,"114263,162878,158378,114263,114263,117435,141325,158378,123484,174208"
642531,"114263,162878,170332,114726,113665,123484,111242,116315,143622,128741"
642539,"114263,163038,114263,114726,155103,149151,158378,158378,114263,155103"
642542,"122668,147419,139128,142213,163038,112905,158378,163258,139128,129645"
642547,"114263,170332,138502,133460,155566,172457,134415,106456,112905,170332"
642552,"172264,158378,114263,149151,114263,105968,144871,170332,172264,172457"
642555,"103903,114263,162878,158378,153263,111171,142213,129218,107517,111171"
642561,"148036,155103,113683,114263,107018,135606,126455,142213,120912,163038"
642569,"114486,103337,139809,120209,114263,125247,145637,109615,172602,104868"
642571,"131831,127179,115380,162878,178107,166242,117435,155190,111171,166242"
642579,"139809,139809,134415,112836,139809,144871,163258,139128,148942,142213"
642583,"114263,163038,114263,114726,155103,149151,158378,158378,114263,155103"
642589,"100234,121479,150177,122420,152257,114286,126455,120227,104910,114286"
642593,"125247,166626,171049,122842,132558,174276,134525,114263,104657,153263"
642597,"157314,171171,172602,117386,138830,144871,139128,114726,167442,135606"
642603,"147487,144218,159276,147745,127179,142544,111171,154932,162878,148942"
642609,"149151,114263,172457,158378,114263,155103,114726,114263,114263,142213"
642614,"114263,163038,114263,163038,114263,155103,114726,149151,106876,158378"
642615,"138856,114726,111171,166626,166242,166242,169517,154932,121803,111171"
642622,"114263,163038,114263,172457,155103,158378,106876,149151,123203,114263"
642629,"114263,142213,158378,170332,170332,168062,172457,145637,162878,114263"
642632,"102151,114263,114263,114726,158378,149151,114263,155103,158378,158378"
642636,"114263,163038,114263,172457,155103,158378,106876,149151,123203,114263"
642640,"157056,129135,156099,112836,153864,116315,172457,170332,170332,170829"
642647,"141224,114263,114263,158378,149151,114726,158378,114263,113665,138024"
642654,"114263,163038,114286,114263,114286,172457,142213,158378,106876,155103"
642657,"112305,125069,156723,112305,156723,112305,172086,134599,166242,162878"
642664,"114726,114263,149151,158378,155103,158378,114263,158378,114263,128741"
642669,"114263,163038,142213,158378,114263,149151,117386,112905,158378,158378"
642671,"148942,105968,105968,166626,127652,133815,171049,153263,115842,121479"
642675,"121803,102151,131548,170829,146060,170332,135606,162878,135430,120912"
642683,"172457,138856,140996,129135,112037,121137,156099,156723,123556,135753"
642686,"168260,166398,173445,127698,113665,112705,107249,109615,114263,162522"
642693,"114263,163038,173445,105968,154749,100234,140679,107018,125606,172264"
642696,"162878,116315,130106,172434,174622,135606,119817,162878,166849,119499"
642704,"114726,114263,149151,158378,155103,158378,114263,158378,114263,128741"
642706,"117435,134396,114263,115842,123484,117435,171049,105968,144871,114263"
642713,"114263,163258,114726,117386,158378,166626,164687,141325,102151,172264"
642719,"163895,101168,152257,119348,135753,103593,118320,158208,177168,107249"
642723,"101168,107018,158378,114263,144871,139128,154932,149025,170332,172457"
642728,"149151,114726,114726,114263,114726,128741,114263,172457,168200,114726"
642731,"164937,100013,113665,112705,142679,166626,111171,111171,163895,104018"
642738,"163258,142213,163038,112905,139128,158378,139128,145637,142679,114263"
642741,"147968,102151,115842,114263,142544,166626,154932,121479,121803,122668"
642745,"156099,123373,164687,130460,167541,121803,112615,127652,142213,145196"
642751,"129133,104657,130931,114263,162878,134396,166626,129218,100234,166242"
642756,"111171,162878,166242,111171,111171,141325,166242,147745,104657,164687"
642760,"158378,114263,149151,158378,114726,114263,155103,158378,114263,106876"
642765,"133815,114263,172457,128741,114726,135606,120912,167442,172264,124003"
642771,"106876,134184,142213,164687,163038,166242,111171,112905,129218,155103"
642778,"155332,161638,121803,157507,114263,168062,111171,125247,141325,141325"
642781,"114263,163514,106797,170332,142679,170332,114263,142213,172457,142213"
642785,"168200,114263,153263,114726,179131,149151,121479,157507,100619,171961"
642790,"114263,164687,107407,144871,101168,102151,118964,166242,114263,111171"
642798,"153263,135677,103593,126587,107923,142213,114263,113665,172457,112615"
642801,"160273,166086,129645,148036,121479,141325,142213,142213,162878,167541"
642809,"114263,145637,168200,153263,115556,135430,172503,169517,170430,111171"
642810,"114263,164687,155103,144871,114263,114726,145637,172457,148942,139128"
642816,"114263,165392,114263,145637,153263,135430,168200,115556,106876,155103"
642824,"121479,172457,155103,173264,158499,178107,159184,129269,128741,155103"
642829,"104868,112705,142213,107923,112615,162878,153263,166626,137455,106910"
642831,"114263,165392,114263,166626,117386,106876,121479,121803,166242,121803"
642835,"154932,122668,152470,162621,122668,148942,111171,121479,150780,173445"
642843,"144619,129135,152621,121803,107838,114726,113665,120912,127652,111171"
642848,"163514,170332,100234,130931,137455,166704,139238,167541,125247,115556"
642850,"111171,162878,166242,111171,111171,141325,166242,147745,104657,164687"
642855,"114263,165392,114726,158378,149151,158378,114263,163038,142213,114263"
642864,"114263,165392,158378,114263,147968,118320,156578,149246,114726,122842"
642869,"114263,166242,111171,142213,115556,114263,166242,164687,135430,114726"
642872,"134396,115556,170829,105968,102128,146841,113522,132722,145637,117435"
642875,"114263,166242,114263,155103,114263,138024,158378,166626,114726,163038"
642881,"174276,118320,166252,146545,132786,146545,149455,108461,161780,166086"
642889,"139809,127179,166086,142213,158378,112905,145637,107037,139128,149025"
642891,"172457,155103,163038,114263,114263,128741,112905,114263,114726,106876"
642898,"155241,156578,114263,153263,145637,115556,166626,105968,149455,162878"
642902,"158378,149151,158378,114726,114263,114263,114263,107037,114263,142213"
642906,"114263,158183,114263,145637,114263,149151,125247,142213,111171,158378"
642910,"114263,166242,118320,125247,113665,145637,157507,114726,168062,114263"
642915,"114286,134599,156723,166086,111171,142213,162878,121803,111171,111171"
642922,"114726,149151,158378,114263,158378,114263,155103,158378,114263,114263"
642925,"114263,166242,170332,111171,135430,166242,115556,114263,170332,178216"
642931,"114263,166242,170332,162878,142213,110980,154932,163038,103903,172457"
642936,"131831,162878,104910,166086,111171,117435,140246,117435,123484,174549"
642943,"119348,133460,168260,153373,112788,114263,162878,114263,170332,114726"
642946,"114263,166398,130457,123484,169243,116315,172637,100619,121137,170332"
642951,"114263,145637,168200,153263,115556,135430,172503,169517,170430,111171"
642959,"166626,142213,114263,112905,163038,145637,166242,114263,155103,105968"
642961,"155566,139809,130241,103974,139369,162878,170332,104910,135430,102114"
642965,"129133,134184,138024,148942,170332,143622,111091,114263,142213,170332"
642972,"142213,114726,169243,112905,163038,114726,158378,117386,164687,139128"
642976,"114263,166398,156638,148036,137455,149455,125368,153263,114263,117386"
642982,"114263,166463,138024,150804,145637,167541,112615,164687,153263,105968"
642988,"166626,165392,142213,142213,121137,113665,114263,112905,163038,105968"
642992,"168509,107037,156836,158378,149151,121479,114726,149025,127698,158378"
642997,"151019,166626,142213,114263,112905,163258,154932,130077,155582,172602"
643002,"178107,130931,125247,107517,107923,167541,145637,100234,135606,144871"
643006,"171976,113516,111171,114726,106876,111171,111171,141325,155103,166242"
643013,"144871,158378,155103,139128,148942,172457,114263,114726,114726,123203"
643018,"114263,166626,105968,129133,112615,102522,167655,145619,139238,153263"
643020,"172969,145637,172264,142213,105968,155730,145637,117435,162878,155103"
643027,"104868,115251,125069,135677,114726,111171,111171,127652,144871,111171"
643034,"130077,114263,114263,112905,163258,151019,109615,166242,158378,170332"
643039,"100234,144871,114263,158378,114263,149151,114263,158378,146841,126326"
643042,"144871,129937,166242,155716,139809,162621,155103,172457,114263,139128"
643048,"137455,100234,138830,104018,153263,166252,105968,124003,179744,124932"
643052,"125072,122668,158378,114726,111171,104657,172264,142213,145196,148942"
643058,"114263,166626,107249,164937,172969,127652,123425,129210,168260,100013"
643062,"160188,164687,111171,156578,153263,126326,166626,140246,127652,142213"
643067,"159184,111171,114263,166242,155730,178216,166242,170332,135430,141325"
643073,"114263,166626,114726,114263,155103,158378,149151,163038,166242,158378"
643075,"158378,149151,158378,114263,158378,114726,114263,130189,107517,117386"
643080,"167597,173445,114263,113665,126326,100234,128741,128741,138024,118320"
643085,"114263,166626,114726,114263,155103,158378,149151,163038,166242,158378"
643093,"146159,148942,114263,130077,114263,115556,166242,114263,172602,114263"
643099,"114263,166626,116315,171961,172457,153263,170829,101919,170332,114263"
643103,"165523,100013,136490,114726,115842,114726,170430,169517,127652,123484"
643107,"114263,166626,117435,104141,143914,141325,102522,178107,169517,178107"
643111,"108461,153263,149233,121803,107923,138024,164687,113665,114263,124003"
643116,"149151,114726,114726,114263,114726,128741,114263,172457,168200,114726"
643120,"121370,147696,123484,134396,146841,134396,104910,170332,115842,155730"
643125,"114263,166626,139128,172264,158208,172457,114726,121803,114263,155103"
643134,"114263,114263,166626,117386,114263,121479,112905,142213,106876,166242"
643136,"110725,128741,100234,120912,114263,172264,155730,114726,155103,168062"
643142,"102128,111171,166242,167442,153263,162878,110980,114726,111171,162878"
643148,"114263,166626,142213,172457,114263,166626,155103,114726,148942,144871"
643154,"126326,114263,114726,110980,172457,100234,107517,144619,153263,168062"
643158,"150177,114726,114263,155103,158378,140810,114263,162621,162878,162641"
643164,"114263,142213,158378,170332,170332,168062,172457,145637,162878,114263"
643169,"114263,166626,155103,114263,114726,155103,172457,114726,144871,148942"
643170,"112305,158174,114263,156578,156578,153263,106059,114263,170332,107923"
643178,"153263,117699,168062,148036,112037,120912,128741,159465,145637,112615"
643181,"114263,166626,155103,172457,144871,148942,139128,114726,158378,141325"
643189,"114263,166626,155103,172457,144871,148942,139128,114726,158378,141325"
643191,"103974,172457,170332,170332,114263,155566,170829,121479,114263,113683"
643196,"133193,109615,156578,141224,130931,117435,114263,114263,172457,170332"
643203,"159086,163038,142213,124003,142213,145637,179131,172264,168062,168062"
643205,"113665,172602,127179,117386,114263,107249,114486,115251,135606,152470"
643210,"114263,166626,158378,170332,170332,142213,172457,114263,168062,114263"
643215,"114263,166626,158378,172457,114263,170332,142213,168062,162878,163038"
643221,"114263,166626,168200,163895,167597,112615,146545,121479,115556,168260"
643226,"158378,178107,178107,114263,114263,114263,106876,114263,142213,163038"
643230,"107037,104910,158378,149151,121479,171049,168509,145637,158378,174549"
643235,"114263,166704,114263,114726,149151,114263,158378,155103,158378,114263"
643241,"114263,166704,114263,114726,149151,114263,158378,155103,158378,114263"
643245,"135987,166086,142213,149025,121479,104657,113665,127179,107037,143156"
643250,"165392,114263,146060,106876,141224,125247,149455,121803,158378,135430"
643259,"149151,158378,114726,158378,114263,114263,155103,114263,107037,114263"
643262,"114263,166704,117386,100234,164687,141325,160273,138024,114726,114263"
643265,"161638,114263,145637,142213,100234,153263,158378,154701,143156,124003"
643273,"149151,158378,158378,114726,114263,114263,107037,155103,114263,114263"
643275,"114263,167058,112305,111171,103903,158378,149151,111171,114263,158378"
643284,"114263,167541,114263,145637,170332,114263,153263,135430,125247,130931"
643286,"115556,145196,103593,135753,105951,165976,111091,105951,150780,163191"
643290,"114263,167541,142213,114263,145637,114263,163258,153263,112905,166626"
643298,"135677,162878,111171,131831,114263,170332,135430,162878,104910,106186"
643302,"139128,144871,148942,155103,172457,114263,114726,158378,114726,123203"
643306,"101355,114263,170332,172457,170332,113522,155566,164092,170332,170332"
643310,"115380,168260,113665,158378,149025,163038,150177,144839,142213,166086"
643319,"115251,114263,172602,117386,152470,124003,153263,113665,173445,166626"
643322,"114263,168182,170332,100234,158378,114263,170332,142213,163038,149233"
643327,"155103,114263,114726,114263,158378,114263,149151,114263,158378,106876"
