USERID,PURCHASEDBOOKID
642829,"104868.0, 112705.0, 142213.0, 107923.0, 112615.0, 162878.0, 153263.0, 166626.0, 137455.0, 106910.0"
642835,"154932.0, 122668.0, 152470.0, 162621.0, 122668.0, 148942.0, 111171.0, 121479.0, 150780.0, 173445.0"
642843,"144619.0, 129135.0, 152621.0, 121803.0, 107838.0, 114726.0, 113665.0, 120912.0, 127652.0, 111171.0"
642848,"163514.0, 170332.0, 100234.0, 130931.0, 137455.0, 166704.0, 139238.0, 167541.0, 125247.0, 115556.0"
642850,"111171.0, 162878.0, 166242.0, 111171.0, 111171.0, 141325.0, 166242.0, 147745.0, 104657.0, 164687.0"
642872,"134396.0, 115556.0, 170829.0, 105968.0, 102128.0, 146841.0, 113522.0, 132722.0, 145637.0, 117435.0"
642881,"174276.0, 118320.0, 166252.0, 146545.0, 132786.0, 146545.0, 149455.0, 108461.0, 161780.0, 166086.0"
642889,"139809.0, 127179.0, 166086.0, 142213.0, 158378.0, 112905.0, 145637.0, 107037.0, 139128.0, 149025.0"
642891,"172457.0, 155103.0, 163038.0, 114263.0, 114263.0, 128741.0, 112905.0, 114263.0, 114726.0, 106876.0"
642898,"155241.0, 156578.0, 114263.0, 153263.0, 145637.0, 115556.0, 166626.0, 105968.0, 149455.0, 162878.0"
642902,"158378.0, 149151.0, 158378.0, 114726.0, 114263.0, 114263.0, 114263.0, 107037.0, 114263.0, 142213.0"
642906,"114263.0, 158183.0, 114263.0, 145637.0, 114263.0, 149151.0, 125247.0, 142213.0, 111171.0, 158378.0"
642915,"114286.0, 134599.0, 156723.0, 166086.0, 111171.0, 142213.0, 162878.0, 121803.0, 111171.0, 111171.0"
642922,"114726.0, 149151.0, 158378.0, 114263.0, 158378.0, 114263.0, 155103.0, 158378.0, 114263.0, 114263.0"
642936,"131831.0, 162878.0, 104910.0, 166086.0, 111171.0, 117435.0, 140246.0, 117435.0, 123484.0, 174549.0"
642943,"119348.0, 133460.0, 168260.0, 153373.0, 112788.0, 114263.0, 162878.0, 114263.0, 170332.0, 114726.0"
642951,"114263.0, 145637.0, 168200.0, 153263.0, 115556.0, 135430.0, 172503.0, 169517.0, 170430.0, 111171.0"
642959,"166626.0, 142213.0, 114263.0, 112905.0, 163038.0, 145637.0, 166242.0, 114263.0, 155103.0, 105968.0"
642961,"155566.0, 139809.0, 130241.0, 103974.0, 139369.0, 162878.0, 170332.0, 104910.0, 135430.0, 102114.0"
642965,"129133.0, 134184.0, 138024.0, 148942.0, 170332.0, 143622.0, 111091.0, 114263.0, 142213.0, 170332.0"
642972,"142213.0, 114726.0, 169243.0, 112905.0, 163038.0, 114726.0, 158378.0, 117386.0, 164687.0, 139128.0"
642988,"166626.0, 165392.0, 142213.0, 142213.0, 121137.0, 113665.0, 114263.0, 112905.0, 163038.0, 105968.0"
642992,"168509.0, 107037.0, 156836.0, 158378.0, 149151.0, 121479.0, 114726.0, 149025.0, 127698.0, 158378.0"
642997,"151019.0, 166626.0, 142213.0, 114263.0, 112905.0, 163258.0, 154932.0, 130077.0, 155582.0, 172602.0"
643002,"178107.0, 130931.0, 125247.0, 107517.0, 107923.0, 167541.0, 145637.0, 100234.0, 135606.0, 144871.0"
643006,"171976.0, 113516.0, 111171.0, 114726.0, 106876.0, 111171.0, 111171.0, 141325.0, 155103.0, 166242.0"
643013,"144871.0, 158378.0, 155103.0, 139128.0, 148942.0, 172457.0, 114263.0, 114726.0, 114726.0, 123203.0"
643020,"172969.0, 145637.0, 172264.0, 142213.0, 105968.0, 155730.0, 145637.0, 117435.0, 162878.0, 155103.0"
643027,"104868.0, 115251.0, 125069.0, 135677.0, 114726.0, 111171.0, 111171.0, 127652.0, 144871.0, 111171.0"
643034,"130077.0, 114263.0, 114263.0, 112905.0, 163258.0, 151019.0, 109615.0, 166242.0, 158378.0, 170332.0"
643039,"100234.0, 144871.0, 114263.0, 158378.0, 114263.0, 149151.0, 114263.0, 158378.0, 146841.0, 126326.0"
643042,"144871.0, 129937.0, 166242.0, 155716.0, 139809.0, 162621.0, 155103.0, 172457.0, 114263.0, 139128.0"
643048,"137455.0, 100234.0, 138830.0, 104018.0, 153263.0, 166252.0, 105968.0, 124003.0, 179744.0, 124932.0"
643052,"125072.0, 122668.0, 158378.0, 114726.0, 111171.0, 104657.0, 172264.0, 142213.0, 145196.0, 148942.0"
643062,"160188.0, 164687.0, 111171.0, 156578.0, 153263.0, 126326.0, 166626.0, 140246.0, 127652.0, 142213.0"
643067,"159184.0, 111171.0, 114263.0, 166242.0, 155730.0, 178216.0, 166242.0, 170332.0, 135430.0, 141325.0"
643075,"158378.0, 149151.0, 158378.0, 114263.0, 158378.0, 114726.0, 114263.0, 130189.0, 107517.0, 117386.0"
643080,"167597.0, 173445.0, 114263.0, 113665.0, 126326.0, 100234.0, 128741.0, 128741.0, 138024.0, 118320.0"
643093,"146159.0, 148942.0, 114263.0, 130077.0, 114263.0, 115556.0, 166242.0, 114263.0, 172602.0, 114263.0"
643103,"165523.0, 100013.0, 136490.0, 114726.0, 115842.0, 114726.0, 170430.0, 169517.0, 127652.0, 123484.0"
643111,"108461.0, 153263.0, 149233.0, 121803.0, 107923.0, 138024.0, 164687.0, 113665.0, 114263.0, 124003.0"
643116,"149151.0, 114726.0, 114726.0, 114263.0, 114726.0, 128741.0, 114263.0, 172457.0, 168200.0, 114726.0"
643120,"121370.0, 147696.0, 123484.0, 134396.0, 146841.0, 134396.0, 104910.0, 170332.0, 115842.0, 155730.0"
643134,"114263.0, 114263.0, 166626.0, 117386.0, 114263.0, 121479.0, 112905.0, 142213.0, 106876.0, 166242.0"
643136,"110725.0, 128741.0, 100234.0, 120912.0, 114263.0, 172264.0, 155730.0, 114726.0, 155103.0, 168062.0"
643142,"102128.0, 111171.0, 166242.0, 167442.0, 153263.0, 162878.0, 110980.0, 114726.0, 111171.0, 162878.0"
643154,"126326.0, 114263.0, 114726.0, 110980.0, 172457.0, 100234.0, 107517.0, 144619.0, 153263.0, 168062.0"
643158,"150177.0, 114726.0, 114263.0, 155103.0, 158378.0, 140810.0, 114263.0, 162621.0, 162878.0, 162641.0"
643164,"114263.0, 142213.0, 158378.0, 170332.0, 170332.0, 168062.0, 172457.0, 145637.0, 162878.0, 114263.0"
643170,"112305.0, 158174.0, 114263.0, 156578.0, 156578.0, 153263.0, 106059.0, 114263.0, 170332.0, 107923.0"
643178,"153263.0, 117699.0, 168062.0, 148036.0, 112037.0, 120912.0, 128741.0, 159465.0, 145637.0, 112615.0"
643191,"103974.0, 172457.0, 170332.0, 170332.0, 114263.0, 155566.0, 170829.0, 121479.0, 114263.0, 113683.0"
643196,"133193.0, 109615.0, 156578.0, 141224.0, 130931.0, 117435.0, 114263.0, 114263.0, 172457.0, 170332.0"
643203,"159086.0, 163038.0, 142213.0, 124003.0, 142213.0, 145637.0, 179131.0, 172264.0, 168062.0, 168062.0"
643205,"113665.0, 172602.0, 127179.0, 117386.0, 114263.0, 107249.0, 114486.0, 115251.0, 135606.0, 152470.0"
643226,"158378.0, 178107.0, 178107.0, 114263.0, 114263.0, 114263.0, 106876.0, 114263.0, 142213.0, 163038.0"
643230,"107037.0, 104910.0, 158378.0, 149151.0, 121479.0, 171049.0, 168509.0, 145637.0, 158378.0, 174549.0"
643245,"135987.0, 166086.0, 142213.0, 149025.0, 121479.0, 104657.0, 113665.0, 127179.0, 107037.0, 143156.0"
643250,"165392.0, 114263.0, 146060.0, 106876.0, 141224.0, 125247.0, 149455.0, 121803.0, 158378.0, 135430.0"
643259,"149151.0, 158378.0, 114726.0, 158378.0, 114263.0, 114263.0, 155103.0, 114263.0, 107037.0, 114263.0"
643265,"161638.0, 114263.0, 145637.0, 142213.0, 100234.0, 153263.0, 158378.0, 154701.0, 143156.0, 124003.0"
643273,"149151.0, 158378.0, 158378.0, 114726.0, 114263.0, 114263.0, 107037.0, 155103.0, 114263.0, 114263.0"
643286,"115556.0, 145196.0, 103593.0, 135753.0, 105951.0, 165976.0, 111091.0, 105951.0, 150780.0, 163191.0"
643298,"135677.0, 162878.0, 111171.0, 131831.0, 114263.0, 170332.0, 135430.0, 162878.0, 104910.0, 106186.0"
643302,"139128.0, 144871.0, 148942.0, 155103.0, 172457.0, 114263.0, 114726.0, 158378.0, 114726.0, 123203.0"
643306,"101355.0, 114263.0, 170332.0, 172457.0, 170332.0, 113522.0, 155566.0, 164092.0, 170332.0, 170332.0"
643310,"115380.0, 168260.0, 113665.0, 158378.0, 149025.0, 163038.0, 150177.0, 144839.0, 142213.0, 166086.0"
643319,"115251.0, 114263.0, 172602.0, 117386.0, 152470.0, 124003.0, 153263.0, 113665.0, 173445.0, 166626.0"
643327,"155103.0, 114263.0, 114726.0, 114263.0, 158378.0, 114263.0, 149151.0, 114263.0, 158378.0, 106876.0"
643334,"144871.0, 150177.0, 172264.0, 139128.0, 148942.0, 155103.0, 172457.0, 114726.0, 114263.0, 158378.0"
643349,"128741.0, 113665.0, 104657.0, 152470.0, 145637.0, 152470.0, 112615.0, 166242.0, 121803.0, 173445.0"
643362,"146841.0, 104910.0, 120481.0, 114263.0, 162878.0, 170332.0, 134396.0, 114263.0, 114263.0, 123484.0"
643369,"130106.0, 149025.0, 153373.0, 153263.0, 117386.0, 163038.0, 111171.0, 111171.0, 142213.0, 114263.0"
643374,"124003.0, 146841.0, 171976.0, 114726.0, 114263.0, 149151.0, 104910.0, 158378.0, 158378.0, 155103.0"
643382,"119926.0, 117994.0, 118964.0, 141935.0, 174622.0, 117994.0, 135606.0, 112705.0, 102522.0, 177888.0"
643385,"178107.0, 168200.0, 114263.0, 138024.0, 145637.0, 153263.0, 114263.0, 170332.0, 112615.0, 167541.0"
643398,"168200.0, 164687.0, 141325.0, 164687.0, 166242.0, 142213.0, 172457.0, 114726.0, 112615.0, 149455.0"
643405,"168260.0, 142213.0, 114263.0, 114263.0, 112905.0, 166626.0, 145637.0, 114263.0, 153263.0, 163038.0"
643413,"111171.0, 144871.0, 126326.0, 141325.0, 153263.0, 104910.0, 104018.0, 142213.0, 104657.0, 115842.0"
643419,"130314.0, 114726.0, 114263.0, 139809.0, 112037.0, 155103.0, 114263.0, 112905.0, 114263.0, 152470.0"
643420,"168200.0, 114263.0, 153263.0, 114726.0, 179131.0, 149151.0, 121479.0, 157507.0, 100619.0, 171961.0"
643429,"154932.0, 113665.0, 172457.0, 167442.0, 111171.0, 105968.0, 144871.0, 144619.0, 107517.0, 164695.0"
643436,"153373.0, 158499.0, 166626.0, 157314.0, 157615.0, 120708.0, 172457.0, 114263.0, 170332.0, 155566.0"
643441,"106797.0, 111171.0, 154932.0, 111171.0, 111171.0, 139318.0, 158378.0, 107037.0, 111171.0, 148942.0"
643446,"178107.0, 124003.0, 141325.0, 114263.0, 107923.0, 166252.0, 145637.0, 173445.0, 100234.0, 144871.0"
643452,"139128.0, 149151.0, 149151.0, 158378.0, 148942.0, 144871.0, 114263.0, 155103.0, 114726.0, 172457.0"
643458,"116793.0, 161638.0, 166086.0, 156578.0, 155332.0, 166398.0, 138024.0, 168370.0, 107037.0, 149025.0"
643466,"168062.0, 135606.0, 130189.0, 128741.0, 173445.0, 117435.0, 177441.0, 172264.0, 167442.0, 121479.0"
643479,"164687.0, 105268.0, 166626.0, 146159.0, 111171.0, 164687.0, 139318.0, 127652.0, 156578.0, 142213.0"
643484,"140276.0, 164092.0, 130931.0, 112305.0, 114263.0, 168370.0, 107135.0, 157726.0, 170332.0, 172457.0"
643488,"172602.0, 117386.0, 135606.0, 114726.0, 113665.0, 149151.0, 138830.0, 115251.0, 167442.0, 149455.0"
643499,"169517.0, 114263.0, 114726.0, 111171.0, 111171.0, 114726.0, 114263.0, 115842.0, 172602.0, 170332.0"
643504,"114726.0, 142213.0, 114726.0, 112905.0, 163038.0, 158378.0, 114263.0, 117386.0, 164687.0, 149151.0"
643507,"139809.0, 155721.0, 156099.0, 153864.0, 117435.0, 133193.0, 172457.0, 170332.0, 114263.0, 170332.0"
643513,"160188.0, 114263.0, 100234.0, 114263.0, 133815.0, 121803.0, 135606.0, 162878.0, 170332.0, 149455.0"
643521,"116315.0, 113522.0, 162878.0, 100013.0, 117435.0, 156723.0, 104657.0, 172865.0, 124775.0, 155730.0"
643526,"149151.0, 158378.0, 114726.0, 158378.0, 114263.0, 114263.0, 155103.0, 114263.0, 107037.0, 114263.0"
643533,"148036.0, 114726.0, 167442.0, 162817.0, 172602.0, 105968.0, 172457.0, 144619.0, 163038.0, 127652.0"
643535,"114263.0, 100234.0, 166626.0, 139809.0, 167541.0, 141325.0, 179131.0, 139238.0, 145908.0, 160188.0"
643544,"163038.0, 142679.0, 142213.0, 139128.0, 158378.0, 112905.0, 114263.0, 142679.0, 129645.0, 163258.0"
643547,"107611.0, 130077.0, 114263.0, 114263.0, 114263.0, 114263.0, 106876.0, 114263.0, 114263.0, 138024.0"
643552,"138907.0, 119348.0, 144218.0, 114263.0, 170430.0, 162878.0, 178216.0, 170332.0, 163038.0, 126326.0"
643557,"114263.0, 112905.0, 125247.0, 152470.0, 155103.0, 158378.0, 149455.0, 106876.0, 166086.0, 179744.0"
643565,"146159.0, 166626.0, 152621.0, 166252.0, 172457.0, 134599.0, 172457.0, 145341.0, 170430.0, 170332.0"
643571,"134396.0, 135430.0, 162878.0, 126326.0, 171049.0, 132913.0, 107135.0, 139809.0, 162878.0, 144871.0"
643577,"130931.0, 114263.0, 153263.0, 173445.0, 164687.0, 172602.0, 114726.0, 168200.0, 114263.0, 149455.0"
643580,"165392.0, 119499.0, 106456.0, 111171.0, 117699.0, 155190.0, 144871.0, 162878.0, 103903.0, 169243.0"
643589,"122842.0, 143156.0, 112905.0, 142213.0, 166626.0, 114726.0, 163038.0, 164687.0, 145637.0, 166086.0"
643590,"114286.0, 101951.0, 156578.0, 160188.0, 118320.0, 166086.0, 113683.0, 153864.0, 138502.0, 127698.0"
643595,"168182.0, 111171.0, 112694.0, 114263.0, 173445.0, 112905.0, 102007.0, 145637.0, 100234.0, 130106.0"
643611,"162878.0, 172602.0, 163038.0, 166650.0, 105968.0, 169243.0, 105049.0, 168182.0, 120481.0, 119466.0"
643617,"114263.0, 155103.0, 172457.0, 144871.0, 114726.0, 148942.0, 139128.0, 158378.0, 114726.0, 123203.0"
643622,"144871.0, 114263.0, 139128.0, 114726.0, 158378.0, 156578.0, 155103.0, 148942.0, 172457.0, 114263.0"
643632,"126326.0, 139128.0, 144871.0, 148942.0, 155103.0, 114263.0, 114726.0, 172457.0, 158378.0, 114263.0"
643641,"139128.0, 148036.0, 163038.0, 142213.0, 117386.0, 112905.0, 114726.0, 114263.0, 158378.0, 158378.0"
643653,"139318.0, 158378.0, 149151.0, 142213.0, 162621.0, 138830.0, 154932.0, 122668.0, 145637.0, 158378.0"
643656,"122668.0, 135677.0, 158378.0, 154932.0, 107037.0, 104657.0, 125072.0, 111171.0, 122668.0, 139318.0"
643668,"130106.0, 135606.0, 153263.0, 110980.0, 143596.0, 102128.0, 155103.0, 156578.0, 135606.0, 126326.0"
643670,"155103.0, 158378.0, 114263.0, 114726.0, 114263.0, 114263.0, 114263.0, 149151.0, 158378.0, 106876.0"
643676,"167655.0, 120481.0, 179566.0, 162878.0, 111171.0, 108701.0, 170332.0, 172602.0, 114263.0, 114263.0"
643681,"133460.0, 131831.0, 132913.0, 139128.0, 144871.0, 148942.0, 155103.0, 172457.0, 114726.0, 114263.0"
643688,"112705.0, 142213.0, 117435.0, 162621.0, 107923.0, 156578.0, 102128.0, 112615.0, 145637.0, 131831.0"
643697,"166626.0, 111171.0, 114726.0, 111171.0, 114263.0, 111171.0, 140246.0, 142213.0, 127652.0, 115556.0"
643701,"147968.0, 114726.0, 114726.0, 142213.0, 114263.0, 114263.0, 156578.0, 111171.0, 166242.0, 111171.0"
643716,"104657.0, 111171.0, 122668.0, 111171.0, 113665.0, 158378.0, 164687.0, 154932.0, 125072.0, 113665.0"
643720,"166626.0, 166626.0, 114263.0, 114726.0, 104657.0, 166242.0, 155103.0, 114263.0, 112905.0, 166242.0"
643728,"177441.0, 100013.0, 131548.0, 173445.0, 101355.0, 172264.0, 119499.0, 107517.0, 114726.0, 144871.0"
643734,"114726.0, 121803.0, 172969.0, 156728.0, 167541.0, 172264.0, 142213.0, 145637.0, 153263.0, 114263.0"
643738,"114263.0, 109615.0, 156638.0, 111171.0, 169517.0, 150177.0, 150874.0, 104868.0, 112305.0, 114263.0"
643746,"142213.0, 179131.0, 114263.0, 122573.0, 142679.0, 158378.0, 145637.0, 114263.0, 168200.0, 120231.0"
643753,"115842.0, 114263.0, 109615.0, 114726.0, 114263.0, 144871.0, 146841.0, 112905.0, 107923.0, 119499.0"
643757,"177888.0, 137455.0, 174622.0, 113665.0, 130931.0, 145637.0, 135606.0, 167541.0, 164687.0, 106059.0"
643764,"114263.0, 105968.0, 138907.0, 123556.0, 101168.0, 107018.0, 163895.0, 141935.0, 114726.0, 142679.0"
643768,"158378.0, 149151.0, 158378.0, 114726.0, 114263.0, 114263.0, 114263.0, 107037.0, 114263.0, 142213.0"
643770,"106456.0, 143914.0, 178404.0, 141325.0, 164687.0, 111171.0, 111171.0, 126326.0, 166242.0, 114726.0"
643778,"150177.0, 163258.0, 167541.0, 166086.0, 108461.0, 112615.0, 145196.0, 119817.0, 107517.0, 172264.0"
643780,"131831.0, 163038.0, 106186.0, 106876.0, 114263.0, 158378.0, 155103.0, 104910.0, 162878.0, 149151.0"
643785,"109615.0, 105968.0, 139809.0, 114286.0, 127179.0, 169854.0, 163258.0, 107018.0, 120227.0, 163191.0"
643797,"120231.0, 163038.0, 155103.0, 142213.0, 112905.0, 158378.0, 139128.0, 142679.0, 129645.0, 163258.0"
643804,"114726.0, 114726.0, 114263.0, 114263.0, 115842.0, 178216.0, 164687.0, 141325.0, 115842.0, 149151.0"
643808,"113683.0, 139809.0, 114286.0, 142213.0, 166626.0, 126455.0, 170332.0, 126326.0, 148036.0, 107517.0"
643814,"133177.0, 158378.0, 114726.0, 149151.0, 122668.0, 128741.0, 107037.0, 172457.0, 141325.0, 104657.0"
643815,"149151.0, 166242.0, 114263.0, 114263.0, 153263.0, 168200.0, 114726.0, 170332.0, 114263.0, 134599.0"
643826,"139809.0, 114726.0, 149151.0, 114263.0, 158378.0, 158378.0, 172457.0, 114263.0, 139128.0, 148942.0"
643838,"148036.0, 117435.0, 139318.0, 107611.0, 131831.0, 142213.0, 162878.0, 166086.0, 126326.0, 105968.0"
643841,"158378.0, 149151.0, 158378.0, 114726.0, 114263.0, 114263.0, 114263.0, 107037.0, 114263.0, 142213.0"
643853,"105968.0, 132786.0, 157507.0, 135753.0, 102114.0, 100727.0, 172637.0, 135430.0, 170332.0, 162878.0"
643859,"158378.0, 159132.0, 166252.0, 139369.0, 171961.0, 164687.0, 141224.0, 105968.0, 132786.0, 159184.0"
643868,"164235.0, 134415.0, 112615.0, 121479.0, 120708.0, 158183.0, 139809.0, 174208.0, 123484.0, 119926.0"
643873,"114263.0, 142213.0, 158378.0, 170332.0, 170332.0, 168062.0, 172457.0, 145637.0, 162878.0, 114263.0"
643877,"112305.0, 165392.0, 156578.0, 132722.0, 107249.0, 171976.0, 123484.0, 156652.0, 113594.0, 114486.0"
643882,"142213.0, 158378.0, 145637.0, 163038.0, 112905.0, 139128.0, 164687.0, 129645.0, 142679.0, 139128.0"
643889,"167541.0, 114263.0, 153263.0, 107923.0, 164687.0, 100234.0, 100619.0, 157507.0, 168200.0, 112615.0"
643892,"113665.0, 170332.0, 107923.0, 112615.0, 164687.0, 142213.0, 144619.0, 121803.0, 113665.0, 114486.0"
643898,"162621.0, 154932.0, 139318.0, 138830.0, 156578.0, 126326.0, 162641.0, 142213.0, 144871.0, 117435.0"
643904,"116315.0, 108701.0, 115556.0, 153263.0, 124003.0, 145637.0, 114263.0, 155103.0, 166242.0, 152470.0"
643909,"130106.0, 131548.0, 121868.0, 170332.0, 113064.0, 152257.0, 126587.0, 103903.0, 172457.0, 170332.0"
643914,"150177.0, 179744.0, 107037.0, 114726.0, 121479.0, 127698.0, 127652.0, 168509.0, 141325.0, 122668.0"
643918,"153864.0, 120912.0, 104657.0, 129135.0, 177441.0, 144871.0, 127179.0, 174276.0, 129645.0, 126326.0"
643923,"163895.0, 135606.0, 138024.0, 112615.0, 119817.0, 128741.0, 161638.0, 140810.0, 138024.0, 114263.0"
643931,"167541.0, 114486.0, 104141.0, 166086.0, 172264.0, 117386.0, 142213.0, 107517.0, 163258.0, 163038.0"
643938,"145341.0, 177441.0, 114726.0, 114263.0, 115251.0, 172602.0, 117386.0, 163038.0, 156578.0, 127652.0"
643941,"114726.0, 114263.0, 149151.0, 158378.0, 155103.0, 158378.0, 114263.0, 158378.0, 114263.0, 128741.0"
643949,"146545.0, 164687.0, 114726.0, 114263.0, 121803.0, 111171.0, 114726.0, 146060.0, 141325.0, 168200.0"
643959,"150780.0, 121803.0, 154932.0, 166626.0, 102522.0, 158378.0, 114263.0, 120912.0, 135606.0, 122668.0"
643960,"168200.0, 135606.0, 133815.0, 105968.0, 100234.0, 128741.0, 130457.0, 144619.0, 104657.0, 124003.0"
643973,"166626.0, 166242.0, 142213.0, 114263.0, 112905.0, 166242.0, 166626.0, 115556.0, 102522.0, 111171.0"
643976,"142213.0, 155241.0, 166398.0, 172153.0, 155582.0, 101168.0, 121803.0, 114263.0, 104657.0, 150780.0"
643980,"112836.0, 117386.0, 164784.0, 155566.0, 177168.0, 158378.0, 116007.0, 155103.0, 172457.0, 170829.0"
643989,"148483.0, 138830.0, 100234.0, 114263.0, 140810.0, 161638.0, 166252.0, 114726.0, 114726.0, 160273.0"
643992,"156578.0, 112705.0, 158378.0, 114263.0, 149151.0, 114726.0, 122668.0, 104657.0, 103903.0, 141325.0"
643996,"153864.0, 103593.0, 116315.0, 139809.0, 145341.0, 127652.0, 172457.0, 170332.0, 177888.0, 170829.0"
644000,"112705.0, 142213.0, 163038.0, 158378.0, 112905.0, 139128.0, 114726.0, 142679.0, 163258.0, 139128.0"
644006,"107517.0, 164937.0, 115380.0, 128741.0, 172264.0, 145637.0, 114726.0, 144619.0, 128741.0, 168062.0"
644018,"117994.0, 134415.0, 120708.0, 166650.0, 172457.0, 170332.0, 114263.0, 155566.0, 170332.0, 170332.0"
644021,"169854.0, 179793.0, 121868.0, 109659.0, 120708.0, 105951.0, 104910.0, 146841.0, 120354.0, 128043.0"
644025,"168509.0, 102114.0, 107037.0, 170332.0, 162878.0, 158378.0, 135430.0, 117435.0, 149151.0, 121479.0"
644034,"124003.0, 139318.0, 115251.0, 104657.0, 114263.0, 162878.0, 142213.0, 153263.0, 107923.0, 142213.0"
644045,"145637.0, 164687.0, 139987.0, 142213.0, 163038.0, 112905.0, 167541.0, 153263.0, 158378.0, 107923.0"
644053,"160273.0, 170586.0, 147894.0, 114726.0, 173445.0, 114263.0, 107923.0, 140810.0, 114263.0, 130931.0"
644055,"178013.0, 168062.0, 100234.0, 164687.0, 166086.0, 149151.0, 170586.0, 114263.0, 112615.0, 144871.0"
644069,"172153.0, 134415.0, 139238.0, 144619.0, 168062.0, 170332.0, 114263.0, 172457.0, 170332.0, 121479.0"
644077,"142213.0, 139809.0, 163038.0, 112905.0, 166626.0, 158378.0, 114263.0, 139128.0, 145637.0, 117386.0"
644080,"128741.0, 151019.0, 166626.0, 155566.0, 172457.0, 114726.0, 170332.0, 172457.0, 114263.0, 114263.0"
644097,"158378.0, 111171.0, 104657.0, 122668.0, 111171.0, 148942.0, 158378.0, 173264.0, 162878.0, 125072.0"
644104,"134415.0, 166086.0, 114263.0, 149025.0, 114263.0, 141325.0, 148942.0, 107037.0, 114263.0, 131831.0"
644108,"165523.0, 172969.0, 104018.0, 154932.0, 103593.0, 115842.0, 146545.0, 134641.0, 179566.0, 127616.0"
644112,"139809.0, 114263.0, 114263.0, 149151.0, 114726.0, 114263.0, 158378.0, 155103.0, 158378.0, 158378.0"
644123,"112615.0, 164687.0, 167541.0, 119817.0, 121479.0, 161638.0, 146060.0, 107037.0, 100234.0, 108461.0"
644130,"129645.0, 107923.0, 113594.0, 172264.0, 167541.0, 125069.0, 104657.0, 142213.0, 166626.0, 164687.0"
644139,"115380.0, 149151.0, 114726.0, 158378.0, 114263.0, 114263.0, 158378.0, 155103.0, 114263.0, 106876.0"
644141,"114263.0, 114726.0, 114263.0, 155103.0, 149151.0, 158378.0, 158378.0, 158378.0, 114263.0, 106876.0"
644148,"167541.0, 114263.0, 119348.0, 118320.0, 108461.0, 145637.0, 142213.0, 153263.0, 106059.0, 168200.0"
644164,"151462.0, 111171.0, 144871.0, 119499.0, 148942.0, 139128.0, 155103.0, 114263.0, 172457.0, 114726.0"
644166,"126326.0, 142213.0, 107517.0, 144871.0, 166626.0, 117994.0, 162878.0, 112905.0, 141325.0, 148036.0"
644174,"166398.0, 128741.0, 114263.0, 113665.0, 104657.0, 100013.0, 141325.0, 121479.0, 113665.0, 114486.0"
644186,"114726.0, 114263.0, 149151.0, 158378.0, 155103.0, 158378.0, 114263.0, 158378.0, 114263.0, 128741.0"
644191,"122295.0, 145637.0, 145637.0, 107923.0, 178107.0, 127652.0, 114263.0, 167541.0, 130931.0, 163038.0"
644197,"107923.0, 145637.0, 114726.0, 153263.0, 112615.0, 113665.0, 142213.0, 130931.0, 167541.0, 167541.0"
644207,"156728.0, 106186.0, 115380.0, 162878.0, 162878.0, 170332.0, 117435.0, 123484.0, 104910.0, 174208.0"
644216,"148483.0, 143622.0, 113665.0, 135987.0, 158378.0, 163038.0, 139128.0, 112905.0, 145637.0, 164687.0"
644220,"145637.0, 114263.0, 142213.0, 167541.0, 114263.0, 172264.0, 105968.0, 161638.0, 174549.0, 155103.0"
644226,"141325.0, 111171.0, 114263.0, 144871.0, 107517.0, 114726.0, 106876.0, 172457.0, 128741.0, 126326.0"
644231,"164937.0, 166626.0, 114263.0, 142213.0, 114263.0, 115380.0, 112905.0, 104657.0, 121803.0, 171049.0"
644261,"114263.0, 157507.0, 145637.0, 105968.0, 149025.0, 174276.0, 146060.0, 156652.0, 100234.0, 161638.0"
644266,"114263.0, 132786.0, 172153.0, 108701.0, 127179.0, 154701.0, 166398.0, 141224.0, 128741.0, 149025.0"
644282,"147487.0, 172969.0, 147487.0, 127652.0, 165523.0, 127652.0, 114726.0, 109615.0, 115842.0, 127652.0"
644287,"162621.0, 154932.0, 139318.0, 138830.0, 156578.0, 126326.0, 162641.0, 142213.0, 144871.0, 117435.0"
644297,"127698.0, 149025.0, 107037.0, 166086.0, 112615.0, 145637.0, 121479.0, 119817.0, 135606.0, 105968.0"
644304,"104657.0, 111171.0, 122668.0, 111171.0, 113665.0, 158378.0, 164687.0, 154932.0, 125072.0, 113665.0"
644307,"147487.0, 114263.0, 114726.0, 114263.0, 127652.0, 115842.0, 114726.0, 164687.0, 104868.0, 168200.0"
644313,"107838.0, 111171.0, 111171.0, 104868.0, 111171.0, 145196.0, 114726.0, 174549.0, 123484.0, 146841.0"
644317,"170332.0, 114263.0, 114263.0, 170332.0, 142213.0, 113665.0, 172457.0, 162878.0, 113522.0, 114263.0"
644321,"130460.0, 170332.0, 114263.0, 164687.0, 112615.0, 141325.0, 120912.0, 118320.0, 142213.0, 141224.0"
644327,"148036.0, 142213.0, 107517.0, 167541.0, 166086.0, 126326.0, 172153.0, 162878.0, 155103.0, 153263.0"
644330,"127179.0, 164937.0, 164687.0, 115380.0, 166626.0, 114263.0, 142213.0, 112905.0, 121803.0, 154932.0"
644347,"149025.0, 114726.0, 157314.0, 145619.0, 155332.0, 158378.0, 149151.0, 107037.0, 144871.0, 121479.0"
644356,"112305.0, 162878.0, 111171.0, 142213.0, 138024.0, 166242.0, 107037.0, 148942.0, 141325.0, 117435.0"
