id,average_cost_for_two,book_url,cuisines,currency,establishment_types__establishment_type__id,establishment_types__establishment_type__name,featured_image,has_online_delivery,has_table_booking,include_bogo_offers,is_book_form_web_view,is_delivering_now,is_table_reservation_supported,is_zomato_book_res,location__address,location__city,location__city_id,location__country_id,location__latitude,location__locality,location__locality_verbose,location__longitude,location__zipcode,medio_provider,mezzo_provider,name,offers,opentable_support,price_range,switch_to_order_menu,thumb,user_rating__custom_rating_text,user_rating__custom_rating_text_background,user_rating__rating_text,user_rating__rating_tool_tip,user_rating__votes,zomato_events,Zomato_user_rating
20590,200000,,"Sushi, Ramen, Japanese",IDR,16,Casual Dining,https://b.zmtcdn.com/data/pictures/8/7400818/0f055e7a067df8c2bf0f7d5b5c379f9c.jpg,0,0,TRUE,0,0,0,0,"Kota Kasablanka, Lantai Upper Ground, Food Society, Jl. Casablanca Raya, Tebet, Jakarta",Jakarta,74,94,-6.223163756,"Kota Kasablanka, Tebet","Kota Kasablanka, Tebet, Jakarta",106.8421932,,,OTHER,Zenbu,[],0,3,0,https://b.zmtcdn.com/data/pictures/8/7400818/0f055e7a067df8c2bf0f7d5b5c379f9c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Excellent,,1302,,
31039,55,,"Pub Food, Fish and Chips",€,6,Pub,https://b.zmtcdn.com/data/res_imagery/9100856_RESTAURANT_05163cd72e9cc460898f4e5cdcd6a3af.jpg,0,0,TRUE,0,0,0,0,"36 Baggot Street Upper, Ballsbridge, Dublin Dublin 4",Dublin,91,97,53.33331667,Ballsbridge,"Ballsbridge, Dublin",-6.243494444,Dublin 4,,OTHER,The Waterloo,[],0,3,0,https://b.zmtcdn.com/data/res_imagery/9100856_RESTAURANT_05163cd72e9cc460898f4e5cdcd6a3af.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Good,,12,,
278,400,,"Fast Food, Rolls, Pizza",Rs.,21,Quick Bites,https://b.zmtcdn.com/data/res_imagery/3200499_RESTAURANT_783c53d81898ec70edc4a31f27b6c772.jpg,1,0,TRUE,0,1,0,0,"B-5, Veer Nagar Society, Opposite SBI Bank,Besides Jain Derasar,VIP Road, Karelibaug, Vadodara.",Vadodara,32,1,22.32625084,Karelibaug,"Karelibaug, Vadodara",73.20130583,390015,,OTHER,Frankie Station,[],0,2,0,https://b.zmtcdn.com/data/res_imagery/3200499_RESTAURANT_783c53d81898ec70edc4a31f27b6c772.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Very Good,,282,,
8003,1000,,"Desserts, Bakery, Cafe",LKR,1,Café,https://b.zmtcdn.com/data/res_imagery/5800043_CHAIN_7f399ae54138961491ea4705c335cf2b.jpg,0,0,TRUE,0,0,0,0,"201, Park Road, Havelock Town, Colombo 05",Colombo,58,191,6.890680556,"Havelock Town, Colombo 05","Havelock Town, Colombo 05, Colombo",79.86579167,,,OTHER,The Fab,[],0,2,0,https://b.zmtcdn.com/data/res_imagery/5800043_CHAIN_7f399ae54138961491ea4705c335cf2b.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Average,,6,,
19659,80,,Bar Food,R$,7,Bar,,0,0,TRUE,0,0,0,0,"Avenida Mem de Sá, 69, Lapa, Centro, Rio de Janeiro",Rio de Janeiro,73,30,-22.913308,Centro,"Centro, Rio de Janeiro",-43.181393,,,OTHER,Bar Da Boa,[],0,3,0,,,,Not rated,,2,,
5081,120,,"Cafe, Bakery, French",AED,31,Bakery,http://b.zmtcdn.com/data/res_imagery/202208_CHAIN_07117ef6a26f964fff889f295db01d30.jpg,1,0,TRUE,0,1,0,0,"Dubai Healthcare City, Umm Hurair, Dubai",Dubai,51,214,25.23168802,Umm Hurair,"Umm Hurair, Dubai",55.32014955,0,,OTHER,French Bakery,[],0,3,0,https://b.zmtcdn.com/data/res_imagery/202208_CHAIN_07117ef6a26f964fff889f295db01d30.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Average,,67,,
2759,300,,"Desserts, Bakery",Rs.,23,Dessert Parlour,,0,0,TRUE,0,0,0,0,"50, Mission Street, MG Road, Puducherry",Puducherry,37,1,11.938988,MG Road,"MG Road, Puducherry",79.831642,,,OTHER,Sugar Lips,[],0,2,0,,,,Good,,17,,
17938,60,,"European, Kiwi",NZ$,6,Pub,https://b.zmtcdn.com/data/res_imagery/7007156_RESTAURANT_9991c0b21633f1b426513b69a9f687f0.jpg,0,0,TRUE,0,0,0,0,"11 Matakana Valley Road, Matakana, Auckland",Auckland,70,148,-36.35235295,Matakana,"Matakana, Auckland",174.7171734,,,OTHER,The Matakana Village Pub,[],0,3,0,https://b.zmtcdn.com/data/res_imagery/7007156_RESTAURANT_9991c0b21633f1b426513b69a9f687f0.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Good,,51,,
3002,700,,"Pizza, Fast Food",Rs.,21,Quick Bites,https://b.zmtcdn.com/data/res_imagery/3800111_CHAIN_a0bd342ed39f987b3cc96e1702401b24.jpg,0,0,TRUE,0,0,0,0,"G 3, Ground Floor, Trinity Business Park, Adajan Gam, Surat",Surat,38,1,21.1910804,"Trinity Business Park, Adajan Gam","Trinity Business Park, Adajan Gam, Surat",72.78798949,,,OTHER,Domino's Pizza,[],0,2,0,https://b.zmtcdn.com/data/res_imagery/3800111_CHAIN_a0bd342ed39f987b3cc96e1702401b24.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Good,,289,,
11965,40,,Fast Food,QR,4,Kiosk,https://b.zmtcdn.com/data/pictures/chains/9/18714139/075ca1662fbaf0d060a0e221f79e7cca.jpg,0,0,TRUE,0,0,0,0,"Al Sadd Sports Club Parking, Ahmed Bin Taymiya St, Doha Salwa Road, Doha",Doha,62,166,25.26746982,Salwa Road,"Salwa Road, Doha",51.48200668,,,OTHER,Fries,[],0,2,0,https://b.zmtcdn.com/data/pictures/chains/9/18714139/075ca1662fbaf0d060a0e221f79e7cca.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Good,,35,,
7194,250,,Finger Food,AED,7,Bar,https://b.zmtcdn.com/data/pictures/chains/0/5700560/aa9f4b110c5de55cd8c9b12cec5c9e3e.jpg,0,0,TRUE,0,0,0,0,"Hilton Capital Grand, Sheikh Rashid Bin Saeed Al Maktoum Street, Al Madina Al Riyadiya, Abu Dhabi",Abu Dhabi,57,214,24.421632,"Hilton Capital Grand, Al Madina Al Riyadiya","Hilton Capital Grand, Al Madina Al Riyadiya, Abu Dhabi",54.456823,0,,OTHER,Blue Bar - Hilton Capital Grand,[],0,4,0,https://b.zmtcdn.com/data/pictures/chains/0/5700560/aa9f4b110c5de55cd8c9b12cec5c9e3e.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Average,,12,,
17221,20,,Cafe,£,1,Café,,0,0,TRUE,0,0,0,0,"61 A, St Paul's Square, Jewellery Quarter, Birmingham B3 1QS",Birmingham,69,215,52.484501,Jewellery Quarter,"Jewellery Quarter, Birmingham",-1.906198,B3 1QS,,OTHER,Saint's Caffe,[],0,2,0,,,,Good,,2,,
28298,80,,Western,MYR,7,Bar,,0,0,TRUE,0,0,0,0,"49, Jalan Hujan, Taman OUG, Kuala Lumpur 58200",Kuala Lumpur,88,123,3.071997222,Taman OUG,"Taman OUG, Kuala Lumpur",101.6716917,58200,,OTHER,The Forking Cork,[],0,4,0,,,,Good,,6,,
20402,500000,,German,IDR,7,Bar,https://b.zmtcdn.com/data/res_imagery/7402602_RESTAURANT_f00536048e6db7f461c758b2449441f4.jpg,0,0,TRUE,0,0,0,0,"Grand Indonesia Mall, Lantai 2, East Mall, Jl. MH Thamrin, Thamrin, Jakarta",Jakarta,74,94,-6.196686038,"Grand Indonesia Mall, Thamrin","Grand Indonesia Mall, Thamrin, Jakarta",106.8224746,,,OTHER,Paulaner Brauhaus,[],0,4,0,https://b.zmtcdn.com/data/res_imagery/7402602_RESTAURANT_f00536048e6db7f461c758b2449441f4.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Excellent,,1513,"[{'event': {'event_id': 110756, 'friendly_start_date': '04 November', 'friendly_end_date': '31 December', 'friendly_timing_str': 'Sunday, 4th November - Monday, 31st December', 'start_date': '2018-11-04', 'end_date': '2018-12-31', 'end_time': '15:00:00', 'start_time': '11:30:00', 'is_active': 1, 'date_added': '2017-03-02 08:49:04', 'photos': [{'photo': {'url': 'https://b.zmtcdn.com/data/zomato_events/photos/fcf/996038f5a0b71e9b63b7394dc248dfcf_1532588323.jpg', 'thumb_url': 'https://b.zmtcdn.com/data/zomato_events/photos/fcf/996038f5a0b71e9b63b7394dc248dfcf_1532588323.jpg?fit=around%7C100%3A100&crop=100%3A100%3B%2A%2C%2A', 'order': 0, 'md5sum': '996038f5a0b71e9b63b7394dc248dfcf', 'photo_id': 330590, 'uuid': 1532588311013782, 'type': 'NORMAL'}}], 'restaurants': [], 'is_valid': 1, 'share_url': 'http://www.zoma.to/r/0', 'show_share_url': 0, 'title': 'Paulaner Quick Lunch', 'description': 'Paulaner Bräuhaus Jakarta offers you the ultimate Quick Lunch.\n\nGet one main course plus one soft drink Monday to Friday for IDR 99,000++. Add for Rp 20,000 for dessert!', 'display_time': '11:30 am - 03:00 pm', 'display_date': '04 November - 31 December', 'is_end_time_set': 1, 'disclaimer': 'Restaurants are solely responsible for the service; availability and quality of the events including all or any cancellations/ modifications/ complaints.', 'event_category': 0, 'event_category_name': '', 'book_link': '', 'share_data': {'should_show': 0}}}]",
9008,100,,Drinks Only,TL,8,Club,,0,0,TRUE,0,0,0,0,"Hüseyinağa Mahallesi, Balo Sokak, No 32/A, Beyoğlu, İstanbul",İstanbul,59,208,41.03537512,Taksim,"Taksim, İstanbul",28.97834312,,,OTHER,Shaker,[],0,3,0,,,,Average,,5,,
8373,400,,Desserts,LKR,23,Dessert Parlour,,0,0,TRUE,0,0,0,0,"Joseph Lane, Bambalapitiya, Colombo 04",Colombo,58,191,6.893047889,"Bambalapitiya, Colombo 04","Bambalapitiya, Colombo 04, Colombo",79.85685278,,,OTHER,The Pudding Stop,[],0,1,0,,,,Good,,9,,
27122,60000,,Continental,LBP,7,Bar,https://b.zmtcdn.com/data/res_imagery/18342280_RESTAURANT_7aa2d224cadb4c66cd6ce802d7577c83.jpg,0,0,TRUE,0,0,0,0,"Caramel Boutique Hotel, The Alleyway, Hamra, Beirut District",Beirut District,86,112,33.895818,Hamra,"Hamra, Beirut District",35.482593,,,OTHER,Propaganda Gin Room,[],0,3,0,https://b.zmtcdn.com/data/res_imagery/18342280_RESTAURANT_7aa2d224cadb4c66cd6ce802d7577c83.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Very Good,,80,,
28872,15,,Bakery,MYR,31,Bakery,https://b.zmtcdn.com/data/res_imagery/18180847_CHAIN_038134a4ea3fcde6165fbc3ece488e71.jpg,0,0,TRUE,0,0,0,0,"Lower Ground Level, Aeon Food Market, Quill City Mall, 1018, Jalan Sultan Ismail, Chow Kit, Kuala Lumpur 50250",Kuala Lumpur,88,123,3.159802175,Quill City Mall,"Quill City Mall, Kuala Lumpur",101.7005766,50250,,OTHER,La Boheme,[],0,2,0,https://b.zmtcdn.com/data/res_imagery/18180847_CHAIN_038134a4ea3fcde6165fbc3ece488e71.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Not rated,,1,,
29087,20,,"Japanese, Finger Food",MYR,81,Food Truck,,0,0,TRUE,0,0,0,0,"Off Jalan Ampang, Kuala Lumpur City Center, Kuala Lumpur 55000",Kuala Lumpur,88,123,3.160443253,TAPAK,"TAPAK, Kuala Lumpur",101.7157998,55000,,OTHER,Tako Trucko - TAPAK,[],0,2,0,,,,Not rated,,0,,
1495,300,,"Fast Food, Bakery",Rs.,31,Bakery,,1,0,TRUE,0,0,0,0,"41/1, Tota Ka Taal, Lohamandi, Agra",Agra,34,1,27.19584938,Lohamandi,"Lohamandi, Agra",77.99301269,,,OTHER,Vaishno Bakery,[],0,1,0,,,,Average,,11,,
19655,100,,"Bar Food, Brazilian",R$,7,Bar,,0,0,TRUE,0,0,0,0,"Rua Bolívar, 8, Copacabana, Rio de Janeiro",Rio de Janeiro,73,30,-22.97620278,Copacabana,"Copacabana, Rio de Janeiro",-43.1878,,,OTHER,Devassa,[],0,4,0,,,,Very Good,,1,,
16290,250,,French,R$,18,Fine Dining,,0,0,TRUE,0,0,0,0,"Rua Ministro Rocha Azevedo, 1153, Jardim Paulista, São Paulo",São Paulo,67,30,-23.5665,Jardim Paulista,"Jardim Paulista, São Paulo",-46.665,,,OTHER,La Cocotte,[],0,4,0,,,,Good,,3,,
12273,80,,Pizza,QR,20,Food Court,https://b.zmtcdn.com/data/pictures/4/6200044/f991283e4cc4feda0e20e41eecb4e6a3.jpg,0,0,TRUE,0,0,0,0,"Food Court, Villaggio, Al Waab, Doha",Doha,62,166,25.26115766,"Villaggio, Al Waab","Villaggio, Al Waab, Doha",51.44346736,,,OTHER,Pizza Hut,[],0,3,0,https://b.zmtcdn.com/data/pictures/4/6200044/f991283e4cc4feda0e20e41eecb4e6a3.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Average,,32,,
21011,250000,,"Western, Italian, Bakery",IDR,31,Bakery,https://b.zmtcdn.com/data/pictures/7/7401277/039a5ad3d19bda8c925c83c33182099c.jpg,0,0,TRUE,0,0,0,0,"Kota Kasablanka, Lantai Ground, Food Society, Jl. Casablanca Raya, Tebet, Jakarta",Jakarta,74,94,-6.223353738,"Kota Kasablanka, Tebet","Kota Kasablanka, Tebet, Jakarta",106.8419522,,,OTHER,Bakerzin,[],0,3,0,https://b.zmtcdn.com/data/pictures/7/7401277/039a5ad3d19bda8c925c83c33182099c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Very Good,,316,,
30505,45,,Vietnamese,NZ$,16,Casual Dining,,0,0,TRUE,0,0,0,0,"Shop 5-8, 235 Riccarton Road, Riccarton, Christchurch",Christchurch,90,148,-43.530927,Riccarton,"Riccarton, Christchurch",172.587619,,,OTHER,Hello Vietnam Restaurant,[],0,3,0,,,,Very Good,,50,,
6053,20,,Japanese,$,21,Quick Bites,,0,0,TRUE,0,0,0,0,"1 Woodlands Square, #01-12 738099",Singapore,52,184,1.4361358,"Causeway Point, Woodlands","Causeway Point, Woodlands, Singapore",103.7858894,738099,,OTHER,Yoshinoya,[],0,2,0,,,,Average,,0,,
31369,20,,Mexican,€,21,Quick Bites,,0,0,TRUE,0,0,0,0,"12 South Leinster Street, Dublin, South City East, Dublin 2",Dublin,91,97,53.34218611,South City East,"South City East, Dublin",-6.253605556,2,,OTHER,Mama's Revenge,[],0,2,0,,,,Good,,53,,
4398,200,,"Contemporary, Indian, Finger Food",AED,7,Bar,https://b.zmtcdn.com/data/pictures/3/18658333/f4ca1bbdec6912282c2e056cc54db432.jpg,0,0,TRUE,0,0,1,0,"Rooftop, Level 13, GoldState Hotel, Opposite Al Jaddaf Metro Station, Al Khail Road, Za'abeel, Dubai",Dubai,51,214,25.22113,"GOLDSTATE Hotel, Za'abeel","GOLDSTATE Hotel, Za'abeel, Dubai",55.334471,,1,OTHER,Goldroof Lounge - GoldState Hotel,[],0,3,0,https://b.zmtcdn.com/data/pictures/3/18658333/f4ca1bbdec6912282c2e056cc54db432.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Very Good,,216,"[{'event': {'event_id': 268528, 'friendly_start_date': '31 October', 'friendly_end_date': '28 November', 'friendly_timing_str': 'Wednesday, 31st October - Wednesday, 28th November', 'start_date': '2018-10-31', 'end_date': '2018-11-28', 'end_time': '06:00:04', 'start_time': '19:00:04', 'is_active': 1, 'date_added': '2018-10-28 15:55:07', 'photos': [{'photo': {'url': 'https://b.zmtcdn.com/data/zomato_events/photos/e0c/3048de8cceb2701ff94ed0f26f6d7e0c_1540722307.jpg', 'thumb_url': 'https://b.zmtcdn.com/data/zomato_events/photos/e0c/3048de8cceb2701ff94ed0f26f6d7e0c_1540722307.jpg?fit=around%7C100%3A100&crop=100%3A100%3B%2A%2C%2A', 'order': 0, 'md5sum': '3048de8cceb2701ff94ed0f26f6d7e0c', 'photo_id': 365829, 'uuid': 15407223076638, 'type': 'FEATURED'}}], 'restaurants': [], 'is_valid': 1, 'share_url': 'http://www.zoma.to/r/0', 'show_share_url': 0, 'title': 'Ladies night ', 'description': 'Calling all the ladies!! \nGet 3 Free beverages and so much more on the house!  #LadiesNight on Wednesdays from 7.00 pm till 6:00 am at Goldroof Lounge - Goldstate Hotels.For more offers call +971565005449', 'display_time': '07:00 pm - 06:00 am', 'display_date': '31 October - 28 November', 'is_end_time_set': 1, 'disclaimer': 'Restaurants are solely responsible for the service; availability and quality of the events including all or any cancellations/ modifications/ complaints.', 'event_category': 1, 'event_category_name': '', 'book_link': '', 'share_data': {'should_show': 0}}}]",
697,500,,"Mughlai, North Indian",Rs.,7,Bar,,1,0,TRUE,0,1,0,0,"5, Residency Road, Sadar, Nagpur",Nagpur,33,1,21.15977628,Sadar,"Sadar, Nagpur",79.07958783,,,OTHER,Suvidha Bar & Restaurant,[],0,2,0,,,,Average,,7,,
9951,80,,"World Cuisine, Italian",TL,16,Casual Dining,,0,0,TRUE,0,0,0,0,"Armada AVM, Kat -1, Eskişehir Yolu, No 6, Yenimahalle, Ankara",Ankara,60,208,39.91309722,"Armada AVM, Söğütözü, Yenimahalle","Armada AVM, Söğütözü, Yenimahalle, Ankara",32.80928333,,,OTHER,Welldone By Midpoint,[],0,3,0,,,,Poor,,63,,
13931,250,,"Finger Food, Burger, Steak, Grill",R,6,Pub,https://b.zmtcdn.com/data/res_imagery/6400785_CHAIN_69480f9c92eb0537be4ec51e7f57f919.jpeg,0,0,TRUE,0,0,0,0,"129 Main Road, Paarl, Cape Town",Cape Town,64,189,-33.752032,Paarl,"Paarl, Cape Town",18.961804,,,OTHER,The Slug & Lettuce,[],0,3,0,https://b.zmtcdn.com/data/res_imagery/6400785_CHAIN_69480f9c92eb0537be4ec51e7f57f919.jpeg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Average,,20,,
19841,150,,French,R$,18,Fine Dining,,0,0,TRUE,0,0,0,0,"Rua Dias Ferreira, 64, Leblon, Rio de Janeiro",Rio de Janeiro,73,30,-22.985574,Leblon,"Leblon, Rio de Janeiro",-43.228184,,,OTHER,Oscar Bistrô Bar,[],0,4,0,,,,Not rated,,3,,
29135,15,,Desserts,MYR,81,Food Truck,,0,0,TRUE,0,0,0,0,"Jalan Cempaka, Bandar Sri Damansara, Petaling Jaya, Selangor 52200",Selangor,11080,123,3.194452778,Bandar Sri Damansara,"Bandar Sri Damansara, Selangor",101.60765,52200,,OTHER,Rojak Cendol,[],0,2,0,,,,Not rated,,0,,
1541,200,,"Mithai, Fast Food, Street Food",Rs.,291,Sweet Shop,,1,0,TRUE,0,1,0,0,"St. John's College Crossing, Civil Lines, Agra",Agra,34,1,27.192417,Civil Lines,"Civil Lines, Agra",78.000818,,,OTHER,Sri Dauji Mishthan Bhandar,[],0,1,0,,,,Average,,4,,
19929,45,,"Brazilian, Juices",R$,21,Quick Bites,,0,0,TRUE,0,0,0,0,"Rua Visconde de Pirajá, 459, Ipanema, Rio de Janeiro",Rio de Janeiro,73,30,-22.98400278,Ipanema,"Ipanema, Rio de Janeiro",-43.20878333,,,OTHER,Beach Sucos,[],0,2,0,,,,Average,,4,,
13039,1300,,"Korean, Grill, Korean BBQ",P,16,Casual Dining,https://b.zmtcdn.com/data/pictures/chains/0/18290970/158890ffd1fb227c5337152b335b2bf9.jpg,0,0,TRUE,0,0,0,0,"Level 3, Greenbelt 3, Ayala Center, Greenbelt, Makati City",Makati City,63,162,14.55193848,"Greenbelt 3, San Lorenzo, Makati City","Greenbelt 3, San Lorenzo, Makati City, Makati City",121.0213106,,,OTHER,Soban K-Town Grill,[],0,3,0,https://b.zmtcdn.com/data/pictures/chains/0/18290970/158890ffd1fb227c5337152b335b2bf9.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Excellent,,800,,
24971,16000,,"Bar Food, Sandwich, Spanish",$,7,Bar,,0,0,TRUE,0,0,0,0,"Mall Plaza Egaña, Av. Larraín 5862, Piso 4, Azotea Urbana, La Reina, Santiago",Santiago,83,42,-33.453383,"Mall Plaza Egaña, La Reina","Mall Plaza Egaña, La Reina, Santiago",-70.569386,,,OTHER,100 Montaditos,[],0,2,0,,,,Good,,59,,
24489,8,,"Cafe, Bakery, Finger Food",€,31,Bakery,https://b.zmtcdn.com/data/res_imagery/8200016_CHAIN_29b91464c958184753e4b4a6c1718bb7.jpg,0,0,TRUE,0,0,0,0,"Centro Comercial Colombo, Avenida Lusíada, Piso 0, Benfica, Lisboa",Lisboa,82,164,38.75462711,"Centro Comercial Colombo, Benfica","Centro Comercial Colombo, Benfica, Lisboa",-9.188450128,,,OTHER,A Padaria Portuguesa - Colombo,[],0,1,0,https://b.zmtcdn.com/data/res_imagery/8200016_CHAIN_29b91464c958184753e4b4a6c1718bb7.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Poor,,98,,
998,200,,"Chinese, Fast Food, Desserts",Rs.,23,Dessert Parlour,,1,0,TRUE,0,0,0,0,"Plot No 329, Sharda Chowk, Ganesh Nagar, Nagpur",Nagpur,33,1,21.13423981,Nandanvan,"Nandanvan, Nagpur",79.11591668,,,OTHER,Happiness,[],0,1,0,,,,Good,,25,,
22900,25,,"Brazilian, Baiana",R$,21,Quick Bites,,0,0,TRUE,0,0,0,0,"Rua Professor Souza Brito, 8, Itapuã, Salvador",Salvador,80,30,-12.95483333,Itapuã,"Itapuã, Salvador",-38.355,,,OTHER,Cabana do Carlinhos,[],0,1,0,,,,Not rated,,0,,
19329,40,,"Bakery, Fast Food, Cafe Food",NZ$,31,Bakery,https://b.zmtcdn.com/data/res_imagery/7100610_RESTAURANT_de07ddb8c241d6b168c6b56646c792ea.jpg,0,0,TRUE,0,0,0,0,"38 Waring Taylor Street, Lambton Quay, Wellington Central, Wellington City",Wellington City,71,148,-41.27837667,Wellington Central,"Wellington Central, Wellington City",174.7763738,,,OTHER,Mr Bun Cafe,[],0,2,0,https://b.zmtcdn.com/data/res_imagery/7100610_RESTAURANT_de07ddb8c241d6b168c6b56646c792ea.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Average,,10,,
8575,60,,Cafe,TL,1,Café,https://b.zmtcdn.com/data/res_imagery/5915200_RESTAURANT_fb7d947f1c5fceb520c3957718b0c1ae.jpg,0,0,TRUE,0,0,0,0,"Kemankeş Karamustafa Paşa Mahallesi, Kara Ali Kaptan Sokak, No 7, Beyoğlu, İstanbul",İstanbul,59,208,41.02529576,Karaköy,"Karaköy, İstanbul",28.97917863,,,OTHER,Karabatak Karaköy,[],0,3,0,https://b.zmtcdn.com/data/res_imagery/5915200_RESTAURANT_fb7d947f1c5fceb520c3957718b0c1ae.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Very Good,,828,,
12126,220,,"American, Tex-Mex, Burger",QR,16,Casual Dining,https://b.zmtcdn.com/data/res_imagery/6200383_CHAIN_6585c95a6c8202c182af34706f94878f.jpg,0,0,TRUE,0,0,0,0,"Near Cinema Food Court, 3rd Floor, City Center Mall, Dafna, Doha",Doha,62,166,25.32493841,"City Center Mall, Dafna","City Center Mall, Dafna, Doha",51.52952369,,,OTHER,Applebee's,[],0,4,0,https://b.zmtcdn.com/data/res_imagery/6200383_CHAIN_6585c95a6c8202c182af34706f94878f.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Very Good,,325,,
8735,150,,Bar Food,TL,6,Pub,https://b.zmtcdn.com/data/res_imagery/5903980_RESTAURANT_d1c9a2b97f20074ebe7342bd85303e61.jpg,0,0,TRUE,0,0,0,0,"Hüseyinağa Mahallesi, İstiklal Caddesi, Balo Sokak, No 26, Beyoğlu, İstanbul",İstanbul,59,208,41.03507062,Taksim,"Taksim, İstanbul",28.97834513,,,OTHER,James Joyce Irish Pub,[],0,4,0,https://b.zmtcdn.com/data/res_imagery/5903980_RESTAURANT_d1c9a2b97f20074ebe7342bd85303e61.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Very Good,,162,,
29944,15,,"Desserts, Ice Cream, Asian",$,23,Dessert Parlour,https://b.zmtcdn.com/data/res_imagery/17968955_RESTAURANT_7d7e55874d61c2e3db25b2093e230324_c.JPG,0,0,TRUE,0,0,0,0,"New Kennedy Square, Food Court, 8360 Kennedy Road, Unit 81, Toronto L3R 9W4",Toronto,89,37,43.86011411,"Kennedy Road, Markham","Kennedy Road, Markham, Toronto",-79.30361394,L3R 9W4,,OTHER,Wooffles & Cream,[],0,1,0,https://b.zmtcdn.com/data/res_imagery/17968955_RESTAURANT_7d7e55874d61c2e3db25b2093e230324_c.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Good,,48,,
6314,30,,"Bakery, French, Cafe",$,31,Bakery,,0,0,TRUE,0,0,0,0,"252 North Bridge Road, #B1-11/12 Raffles City Shopping Centre 179103",Singapore,52,184,1.293765233,"Raffles City Shopping Centre, Downtown Core","Raffles City Shopping Centre, Downtown Core, Singapore",103.8529785,179103,,OTHER,Tiong Bahru Bakery,[],0,3,0,,,,Very Good,,12,,
27033,75000,,"American, French",LBP,6,Pub,https://b.zmtcdn.com/data/res_imagery/16502047_RESTAURANT_39ba83ec7e20e67f83248375c86bdb03.jpg,0,0,TRUE,0,0,0,0,"Old Souk, Jounieh, Kesserwein",Kesserwein,86,112,33.984203,Jounieh,"Jounieh, Kesserwein",35.632286,,,OTHER,"Maddalena, Hidden Pub And Grill",[],0,3,0,https://b.zmtcdn.com/data/res_imagery/16502047_RESTAURANT_39ba83ec7e20e67f83248375c86bdb03.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Average,,82,,
8953,400,,"French, Steak",TL,8,Club,https://b.zmtcdn.com/data/res_imagery/18235899_RESTAURANT_da70831dc625ab2c032cde06bd1ed200.jpg,0,0,TRUE,0,0,0,0,"Nispetiye Mahallesi, Nispetiye Caddesi, No 13, Beşiktaş, İstanbul",İstanbul,59,208,41.07605747,Levent Merkez,"Levent Merkez, İstanbul",29.01972324,,,OTHER,La Boucherie,[],0,4,0,https://b.zmtcdn.com/data/res_imagery/18235899_RESTAURANT_da70831dc625ab2c032cde06bd1ed200.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Average,,53,,
17259,15,,Cafe,£,1,Café,,0,0,TRUE,0,0,0,0,"14A Broadway Plaza, Francis Road, Edgbaston, Birmingham B16 8SP",Birmingham,69,215,52.47306,Edgbaston,"Edgbaston, Birmingham",-1.922829,B16 8SP,,OTHER,Costa Coffee,[],0,1,0,,,,Good,,4,,
26299,2500,,French,Kč,18,Fine Dining,https://b.zmtcdn.com/data/res_imagery/16516450_RESTAURANT_cfb53de8e8d276a4143506aed0e9034b.png,0,0,TRUE,0,0,0,0,"K Bohnicím 2, Troja, Praha 7",Praha 7,84,54,50.12080239,Troja,"Troja, Praha 7",14.40977652,17100,,OTHER,Salabka,[],0,4,0,https://b.zmtcdn.com/data/res_imagery/16516450_RESTAURANT_cfb53de8e8d276a4143506aed0e9034b.png?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Average,,8,,
